#,البيت,الشاعر,القصيدة,التعبير البلاغي,العنصر البلاغي المستعمل,العنصر البلاغي الثانوي
270,54,ابن هانئ الأندلسيّ,قصيدة رقم (49)، الكامل، فَ.,وكأنّني بك قد بلغْتُ مآربي و قضيتُ من نسكِ المودِّع ما كفى,تشبيه,تشبيه
271,50,ابن هانئ الأندلسيّ,قصيدة رقم (49)، الكامل، فَ.,وكأنّني بِلِواءِ نَصرِكَ خافِقًا قد حامَ بينَ المروتينِ ورفرفا,تشبيه,تشبيه
272,49,ابن هانئ الأندلسيّ,قصيدة رقم (49)، الكامل، فَ.,وكأنّني بك قد هَزِجت مُلبّيًا وهَدَجْتَ بينَ شِعابِ مكّة والصَّفا,تشبيه,تشبيه
273,41,ابن هانئ الأندلسيّ,قصيدة رقم (49)، الكامل، فَ.,فكأنَّني بالجيش قد ضاقتْ بهِ أرضُ الحجازِ وبالمواسمِ دُلَّفا,تشبيه,تشبيه
274,7,ابن اللبانة الداني,قصيدة رقم 18، سريع، احْ,أعطافهُتشبه أعطافَ من راح فؤادي مَعَه حيث راح,تشبيه,تشبيه
275,84,ابن هانئ الأندلسيّ,قصيدة رقم (81)، الكامل، نِ.,كلُّ الدُّعاة ِ إلى الهُدَى كالسّطرِ في درجِ الكتابِ وأنتَكالعنوانِ,تشبيه,تشبيه
276,87,ابن هانئ الأندلسيّ,قصيدة رقم (81)، الكامل، نِ.,أعْجَلتَ في يوْمي رَجائي في غَدٍفكأنّني في جنَّة ِ الرّضوانِ,تشبيه,تشبيه
277,9,ابن هانئ الأندلسيّ,قصيدة رقم (16)، الطّويل، خُ.,بها أرجوانيُّ الشّقيقكأنّهُ خُدودٌ تُدَمّى أو نحورٌ تُلَخْلَخُ,تشبيه,تشبيه
278,61,ابن هانئ الأندلسيّ,قصيدة رقم (87)، البسيط، يِ.,وليس يلقاهُ من دون الملوكِ ولا الـ ـعيونِ إلّا سيورًاكالعراقيِّ,تشبيه,تشبيه
279,11,ابن هانئ الأندلسيّ,قصيدة رقم (55)، الخفيف، قِ.,و الأباريقُكالظِّباءِ العواطي أوجَسَتْ نَبْأةَ الجِياد العِتاقِ,تشبيه,تشبيه
280,2,ابن هانئ الأندلسيّ,قصيدة رقم (16)، الطّويل، خُ.,فحيّيتُ مزْورَّ الخيالِكأنّه محجَّبُ أعلى قُنّة ِ الملكِ أبلخُ,تشبيه,تشبيه
281,10,ابن اللبانة الداني,قصيدة رقم 8، طويل، بُ,ولله يومُ الأوبِ منككأنه وحيدٌ من الأيام ليس له صحب,تشبيه,تشبيه
282,12,ابن اللبانة الداني,قصيدة رقم 8، طويل، بُ,ومالوا إلى التسليم فوق جيادهمكما مالت الأغصانُ من تحتها كُثْب,تشبيه,تشبيه
283,13,ابن اللبانة الداني,قصيدة رقم 8، طويل، بُ,فَقفّوكْ ما قفّوا وهم للعلا رحى ودارواكما دارت وأنت لهم قُطب,تشبيه,تشبيه
284,74,ابن هانئ الأندلسيّ,قصيدة رقم (81)، الكامل، نِ.,وكواعبٍ محفوفةٍ بعصائبٍ قد كُلِّلتَ بالدُّرّ والمَرْجانِ,تشبيه,تشبيه
285,75,ابن هانئ الأندلسيّ,قصيدة رقم (81)، الكامل، نِ.,و المسكُ يعبقُ في البرودِكأنَّها زهرُ الرّبيعِ مفوَّفُ الألوانِ,تشبيه,تشبيه
286,17,ابن هانئ الأندلسيّ,قصيدة رقم (49)، الكامل، فَ.,فكأنّما وقع الصّريخُ إليهِما بحصارِ أنطاكيّة ٍ فاسترجفا,تشبيه,تشبيه
287,51,ابن هانئ الأندلسيّ,قصيدة رقم (87)، البسيط، يِ.,كأنّ أيديَها والقدُّ يَكعَمُها في كلِّ هاجرةِ أيدي الحرابيِّ,تشبيه,تشبيه
288,13,ابن هانئ الأندلسيّ,قصيدة رقم (49)، الكامل، فَ.,يسريفأحسبُ عناني قائفًا متفرّسًا أو زاجِرًا متعيِّفا,تشبيه,تشبيه
289,86,ابن هانئ الأندلسيّ,قصيدة رقم (87)، البسيط، يِ.,ما كنتُأحسَبُ أنَّ الدّهرَ يَزْلُفُ لي بحاتمٍ في اللّيالي غيرِ طائيِّ,تشبيه,تشبيه
290,85,ابن هانئ الأندلسيّ,قصيدة رقم (87)، البسيط، يِ.,تُغضي عنِ الذّنبِ أحيانًافتحسبني أشُكُّ في أحنَفِ احِلْمِ التّميميِّ,تشبيه,تشبيه
291,34,ابن هانئ الأندلسيّ,قصيدة رقم (55)، الخفيف، قِ.,حَسُنَتْ في العُيونِ حتّىحَسِبْنَا ها تردَّتْ محاسنَ الأخلاقِ,تشبيه,تشبيه
292,2,ابن هانئ الأندلسيّ,قصيدة رقم (7)، الكامل، بَ.,فيها قلوبُ العاشقينَتخالها عَنَمًا بأيْدي البِيضِ أو عنابا,تشبيه,تشبيه
293,8,ابن اللبانة الداني,قصيدة رقم 94، وافر، يه,أخاف السيف رقّ وراق حتىكأن عليه شيمةَ منتضيه,تشبيه,تشبيه
294,9,ابن اللبانة الداني,قصيدة رقم 94، وافر، يه,كأن الموت أودع فيه سرًّا ليرفعه إلى يومٍ كريه,تشبيه,تشبيه
295,17,ابن هانئ الأندلسيّ,قصيدة رقم (7)، الكامل، بَ.,فكأنّما ضربَ السَّماءَ سرادقًا بالزّابِ أو رَفعَ النّجومَ قَبابا,تشبيه,تشبيه
296,14,ابن هانئ الأندلسيّ,قصيدة رقم (7)، الكامل، بَ.,هذا الذي قدْ جلَّ عنْ أسمائهِ حتّى يسمَّى جعفرَ الوهّابا حتّىحَسِبناها له ألقابا,تشبيه,تشبيه
297,91,ابن هانئ الأندلسيّ,قصيدة رقم (84)، الكامل، نُ.,ألِفَ النّدى دَأبًا عليهكأنّهُ رَتْكُ المَطّيِ عليهِ أو وَخَدانُها,تشبيه,تشبيه
298,38,ابن هانئ الأندلسيّ,قصيدة رقم (7)، الكامل، بَ.,و رأيتُ أجبلَ أرضها منقادة ًفحسبتُها مدّتْ إليكَ رقابا,تشبيه,تشبيه
299,37,ابن هانئ الأندلسيّ,قصيدة رقم (7)، الكامل، بَ.,و سمعتُ فيها كلَّ خطبة ِفيصلٍ حتّىحَسِبْتُ مُلوكَها أعْرابا,تشبيه,تشبيه
300,26,ابن هانئ الأندلسيّ,قصيدة رقم (7)، الكامل، بَ.,ما كنتُأحسَبُ أن أرَى بشرًا كذا ليثًا ولا دِرْعًا يُسمّى غابَا,تشبيه,تشبيه
301,25,ابن هانئ الأندلسيّ,قصيدة رقم (7)، الكامل، بَ.,فكأنّه والأعوجيَّ إذا انتحى قمرٌ يُصرّفُ في العنانِ شِهابا,تشبيه,تشبيه
302,2,ابن هانئ الأندلسيّ,قصيدة رقم (38)، الكامل، رُ.,وكأنّما أنتَ النّبيُّ محمّدٌوكأنّما أنصارُكَ الأنصارُ,تشبيه,تشبيه
303,6,ابن هانئ الأندلسيّ,قصيدة رقم (79)، الكامل، نُ.,أعْدى الحَمامَ تأوُّهي من بعدهافكأنّهُ فيما سَجَعْنَ رَنينُ,تشبيه,تشبيه
304,57,ابن هانئ الأندلسيّ,قصيدة رقم (84)، الكامل، نُ.,تشكو الصِّفادَ لبُهرهافكأنَّما رَسَفَاتُ عانٍ دَلُّها رَسَفانُها,تشبيه,تشبيه
305,8,ابن هانئ الأندلسيّ,قصيدة رقم (79)، الكامل، نُ.,فكأنّما صبغوا الضّحى بقبابهمْ أو عصْفَرَتْ فيهِ الخدودَ جُفونُ,تشبيه,تشبيه
306,17,ابن اللبانة الداني,قصيدة رقم 65، وافر، كا,ووفرْ رايتي قبل ارتحاليكأن به استدل على غناكا,تشبيه,تشبيه
307,49,ابن هانئ الأندلسيّ,قصيدة رقم (84)، الكامل، نُ.,فكأنَّ هيكلَها تقدَّمَ رايةٌ وكأنّ صَفَّ الدّارعينَ دِنانُها,تشبيه,تشبيه
308,50,ابن هانئ الأندلسيّ,قصيدة رقم (84)، الكامل، نُ.,عنيتْ تطوفُ بها ولائدُهمْكما طافَتْ برَبّاتِ الحِجالِ قِيانُها,تشبيه,تشبيه
309,51,ابن هانئ الأندلسيّ,قصيدة رقم (84)، الكامل، نُ.,قد أوتيتْ من علمهمْفكأنّها أحبارُ تلك الكُتبِ أو رُهبانُها,تشبيه,تشبيه
310,85,ابن هانئ الأندلسيّ,قصيدة رقم (84)، الكامل، نُ.,تُزْجي الجِيادَ إلى الجِلادِكأنّما سرعانُ واردة ِ القَطا سرعانُها,تشبيه,تشبيه
311,67,ابن هانئ الأندلسيّ,قصيدة رقم (84)، الكامل، نُ.,وأُبُوّة ٌ هَجَرَتْ مَقاصِرَ مُلكِهافكأنّما أسيافُها أوطانُها,تشبيه,تشبيه
312,2,ابن اللبانة الداني,قصيدة رقم 42، كامل، سْ,فكأنما ماء الغمامِ مُدامةوكأن ساحات الديار كؤوس,تشبيه,تشبيه
313,41,ابن هانئ الأندلسيّ,قصيدة رقم (33)، الطّويل، رَ.,ألا إنّما كانت طلائعُ جوهَرٍ ببعضِ الهداياكالعُجالة ِ للقِرى ببعضِ الهداياكالعُجالة ِ للقرى,تشبيه,تشبيه
314,45,ابن هانئ الأندلسيّ,قصيدة رقم (33)، الطّويل، رَ.,فطابتْ لي الانباءُكأنّها لَطائمُ أطل تحملُ المِسكَ أذْفَرا,تشبيه,تشبيه
315,12,ابن هانئ الأندلسيّ,قصيدة رقم (42)، الكامل، صِ.,من يذعر السّرحانَ بعد ركائبي أم من يصي ليل التّمامكما أصي,تشبيه,تشبيه
316,9,ابن هانئ الأندلسيّ,قصيدة رقم (80)، الكامل، نِ.,يجلو لهُ الغيبَ المستَّرَ هاجسٌ تقفو النّباهَةُ ظَنَّهُكيَقينهِ,تشبيه,تشبيه
317,21,ابن هانئ الأندلسيّ,قصيدة رقم (42)، الكامل، صِ.,متهلّلٌ والعرفُ ما لم تجلهِ بالبشرِكالإبريزِ غيرَ مخلَّصِ,تشبيه,تشبيه
318,3,ابن هانئ الأندلسيّ,قصيدة رقم (80)، الكامل، نِ.,كالمشرفيّ العضبِ شاعَ فِرندُهُ وجَلَتْ مضارِبَهُ أكُفُّ قُيونِهِ,تشبيه,تشبيه
319,7,ابن هانئ الأندلسيّ,قصيدة رقم (32)، الطّويل، رُ.,وقدْ أشرفتْ خيلُ الإلهِ طوالعًا على الدّين والدّنياكما طَلَعَ الفجرُ,تشبيه,تشبيه
320,32,ابن هانئ الأندلسيّ,قصيدة رقم (63)، البسيط، لِ.,كأنّما عضَّ جفنيهِ الأزومُ على صَدرِ القَناة ِ أوِ استَحْيا منَ العَذَلِ,تشبيه,تشبيه
321,30,ابن هانئ الأندلسيّ,قصيدة رقم (63)، البسيط، لِ.,أتاكَ يعلوهُ من عصيانهِ خفرٌ حتّىكأنّ بهِ ضَرْبًا منَ الخَجَلِ,تشبيه,تشبيه
322,18,ابن هانئ الأندلسيّ,قصيدة رقم (63)، البسيط، لِ.,كأنَّ منهُ الّذي في اللّيلِ من غَسَقٍ داجٍ وما بحواشي الغَيمِ من طَحِلِ,تشبيه,تشبيه
323,11,ابن هانئ الأندلسيّ,قصيدة رقم (63)، البسيط، لِ.,إذا سَطا بادَرَتْ هامٌ مصارِعَهاكأنّما تتلقَّى الأرضَ للقَبَلِ,تشبيه,تشبيه
324,4,ابن اللبانة الداني,قصيدة رقم 8، طويل، بُ,رغا فوقهم سَقْبُ العُقاب فأصبحوا نشاوى من البلوىكأنهم شرْبُ,تشبيه,تشبيه
325,14,ابن هانئ الأندلسيّ,قصيدة رقم (63)، البسيط، لِ.,فقد شهِدتُ له بالمُعجِزاتِكما شَهِدْتُ لله بالتّوحيدِ والأزَلِ,تشبيه,تشبيه
326,8,ابن اللبانة الداني,قصيدة رقم 8، طويل، بُ,ملأت جذوع النخل منهم فأصبحت بهمكرِحالٍ شُدّ من فوقها قِتْبُ,تشبيه,تشبيه
327,9,ابن هانئ الأندلسيّ,قصيدة رقم (38)، الكامل، رُ.,في جحفلٍ هَتَمَ الثّنايا وقعُهُكالبحر فهو غُطامِطٌ زَخّارُ,تشبيه,تشبيه
328,1,ابن هانئ الأندلسيّ,قصيدة رقم (64)، الكامل، لُ.,قامَتْ تميسُكما تَدافَعَ جَدولُ وانْسابَ أيْمٌ في نَقًا يَتَهيَّلُ,تشبيه,تشبيه
329,74,ابن هانئ الأندلسيّ,قصيدة رقم (63)، البسيط، لِ.,ألَيسَ أوّلَ من ساس الأمور أتَتْ عَفوًا بما كان لميَحسَبْ ولم يَخَلِ,تشبيه,تشبيه
330,16,ابن هانئ الأندلسيّ,قصيدة رقم (33)، الطّويل، رَ.,محجَّلة ً غُرًّا وزُهرًا نواصعًاكأنَّ قباطيًّا عليها منشِّرا,تشبيه,تشبيه
331,17,ابن هانئ الأندلسيّ,قصيدة رقم (33)، الطّويل، رَ.,ودُهمًا إذا استقبلنَ حوًّاكأنّما عُلِلنَ إلى الأرساغِ مسكًا وعنبرا,تشبيه,تشبيه
332,6,ابن اللبانة الداني,قصيدة رقم 60، منسرح، قِ,أسمرُ: مثلُ القناة ذو هيفٍ وطرفُهكالسنان ذو زَرَقٍ,تشبيه,تشبيه
333,2,ابن هانئ الأندلسيّ,قصيدة رقم (20)، المنسرح، دَ.,يثري علينا ندى يديكَكما تدافعَ الموجُ جالَ فاطّردا,تشبيه,تشبيه
334,4,ابن اللبانة الداني,قصيدة رقم 70، كامل، ل,والعيش يقطر نضرةًفكأنه خدٌّ به ماءُ الشبيبةِ جائلُ,تشبيه,تشبيه
335,11,ابن اللبانة الداني,قصيدة رقم 52، بسيط، عُ,يُعِدُّ للأمر قبل الأمر واجبهكأنه كاهنٌ فيه لما يقع,تشبيه,تشبيه
336,14,ابن اللبانة الداني,قصيدة رقم 52، بسيط، عُ,قومٌ يوالفُ سيماهم طهارتهمكأنهم بطباع المزن قد طبعوا,تشبيه,تشبيه
337,9,ابن هانئ الأندلسيّ,قصيدة رقم (43)، البسيط، طُ.,والأرْضُ تبسُطُ في الثّرى وَرَقًاكما تُنشَرُ في حافاتها البُسُطُ,تشبيه,تشبيه
338,14,ابن هانئ الأندلسيّ,قصيدة رقم (1)، الرّجز، ءُ.,فكأنّما كانتْ تذكّرنيكُم فتميدُ في أعطافها البرحاءُ,تشبيه,تشبيه
339,6,ابن هانئ الأندلسيّ,قصيدة رقم (43)، البسيط، طُ.,كأنّ تهتانها في كلِّ ناحيةٍ مَدٌّ من البحرِ يعلو ثم ينهبطُ,تشبيه,تشبيه
340,18,ابن هانئ الأندلسيّ,قصيدة رقم (1)، الرّجز، ءُ.,ذمّ اللّيالي بعدَ ليلتنا التي سَلَفَتْكما ذمّ الفراقَ لقاءُ,تشبيه,تشبيه
341,4,ابن هانئ الأندلسيّ,قصيدة رقم (43)، البسيط، طُ.,أهْدى الرّبيعُ إلينا روضَهُ آنفًاكما تنفّسَ عن كافورهِ السَفِطُ,تشبيه,تشبيه
342,3,ابن هانئ الأندلسيّ,قصيدة رقم (43)، البسيط، طُ.,كأنّهُ ساِخطٌ يَرضى على عَجَلٍ فما يدومُ رضًى منه ولا سخَطُ,تشبيه,تشبيه
343,21,ابن اللبانة الداني,قصيدة رقم 41، كامل، رِ,فكأن أنملها سيوف مبشرٍ وقد اكتست علق النجيع الأحمر,تشبيه,تشبيه
344,20,ابن هانئ الأندلسيّ,قصيدة رقم (1)، الرّجز، ءُ.,حتّى بدتْ والفجرُ في سِرْبالِهافكأنّها خَيفانةٌ صدراءُ,تشبيه,تشبيه
345,21,ابن هانئ الأندلسيّ,قصيدة رقم (1)، الرّجز، ءُ.,ثمّ انتحى فيها الصّديعُ فأدبَرَتْوكأنّها وَحْشِيّةٌ عَفْراءُ,تشبيه,تشبيه
346,29,ابن هانئ الأندلسيّ,قصيدة رقم (1)، الرّجز، ءُ.,جودٌكأنَّ اليمَّ فيهِ نُفاثة ٌ وكأنما الدّنيا عليهِ غُثاءُ,تشبيه,تشبيه
347,26,ابن هانئ الأندلسيّ,قصيدة رقم (1)، الرّجز، ءُ.,إنَ المكارمَ كنَّ سربًا رائدًا حتّى كنسنَكأنَّهنَّ ظباءُ,تشبيه,تشبيه
348,12,ابن اللبانة الداني,قصيدة رقم 41، كامل، رِ,وتوشحتفكأنه في جوشنٍ قد قام عنبره مقام العثيَرِ,تشبيه,تشبيه
349,19,ابن هانئ الأندلسيّ,قصيدة رقم (84)، الكامل، نُ.,و تعرَّضتْ طُررُ الشُّمولِكأنَّها عذباتُ أوشحةٍ يروقُ جُمانُها,تشبيه,تشبيه
350,43,ابن هانئ الأندلسيّ,قصيد رقم (78)، الطّويل، مُ.,وأنّكَ فتَّ السّابقينَكأنّما مساعيك في سوقِ الرّجالِ أداهمُ,تشبيه,تشبيه
351,44,ابن هانئ الأندلسيّ,قصيد رقم (78)، الطّويل، مُ.,مَرَيْتَ سِجالًا من عِقابٍ ونائلٍكأنّكَ للأعمارِ والرّزقِ قاسمُ,تشبيه,تشبيه
352,24,ابن اللبانة الداني,قصيدة رقم 90، كامل، انِ,والخيرُ يجلو كلَّ شيءٍمثلما تجلو الشكوكَ إقامةُ البرْهان,تشبيه,تشبيه
353,47,ابن هانئ الأندلسيّ,قصيد رقم (78)، الطّويل، مُ.,وتنْظُرُ عُلْوًا أينَ منكَ وُفودُهاكأنّكَ يومَ الرّكبِ للبرقِ شائِمُ,تشبيه,تشبيه
354,12,ابن هانئ الأندلسيّ,قصيدة رقم (84)، الكامل، نُ.,وكأنّ قُدسَ ويذبُلًا وفَدا ذرى أعلامِهِ حتّى رستْ أركانُها,تشبيه,تشبيه
355,46,ابن هانئ الأندلسيّ,قصيد رقم (78)، الطّويل، مُ.,وأدنيتَها بالإذنِ حتّىكأنّما تَخَطّتْ إليكَ السّيْفَ والسّيْفُ قائِمُ,تشبيه,تشبيه
356,17,ابن هانئ الأندلسيّ,قصيدة رقم (84)، الكامل، نُ.,بُطْنانُها وَشيُ البُرودِ وعَصْبُهافكأنّما قُوهِيُّها ظُهْرانُها,تشبيه,تشبيه
357,37,ابن هانئ الأندلسيّ,قصيدة رقم (32)، الطّويل، رُ.,فكُلُّ إمَاميٍّ يجيءُكأنّمَا على يدهِ الشِّعرى وفي وجهه البدرُ,تشبيه,تشبيه
358,20,ابن هانئ الأندلسيّ,قصيدة رقم (84)، الكامل، نُ.,وكأنَّ أفوافَ الرِّياضِ نثرنَ في صفحاتها فتفوَّفتْ ألوانُها,تشبيه,تشبيه
359,16,ابن اللبانة الداني,قصيدة رقم 90، كامل، انِ,يخفي المكارمَ وهو يوقد نارَهافكأنها نارٌ بغير دخانِ,تشبيه,تشبيه
360,19,ابن اللبانة الداني,قصيدة رقم 90، كامل، انِ,أسدى إليّ من الصنايعمثلما أسدتَ أوائلُه إلى حسّان,تشبيه,تشبيه
361,98,ابن هانئ الأندلسيّ,قصيدة رقم (1)، الرّجز، ءُ.,و اللهُ في علياكَ أصدقُ قائلٍفكأنّ قولَ القائلينَ هُذاءُ,تشبيه,تشبيه
362,55,ابن هانئ الأندلسيّ,قصيد رقم (78)، الطّويل، مُ.,فمَهْلًا فقد أرستمُوناكأنّما صَنائعُكُمْ عُرْبٌ ونحنُ أعاجِمُ,تشبيه,تشبيه
363,96,ابن هانئ الأندلسيّ,قصيدة رقم (1)، الرّجز، ءُ.,حسبي بمدحك فيهِ ذخرًا إنّهُ للنُّسْكِ عند النّاسكين كِفاءُ,تشبيه,تشبيه
364,57,ابن هانئ الأندلسيّ,قصيد رقم (78)، الطّويل، مُ.,فثمّ زمانٌكالشّبيبة ِ مُذهبٌ وئمّ ليالٍ كالقدودِ نواعمُ,تشبيه,تشبيه
365,10,ابن هانئ الأندلسيّ,قصيدة رقم (84)، الكامل، نُ.,خَضِلُ البشاشة ِ مونقٌ من مائهافكأنَّهُ متهلِّلٌ جذلانُها,تشبيه,تشبيه
366,6,ابن هانئ الأندلسيّ,قصيدة رقم (55)، الخفيف، قِ.,وَدَنَوْا للوَداعِ حتّى ترى الـ أجـيادَ فوقَ الأجيادكالأطواقِ,تشبيه,تشبيه
367,40,ابن هانئ الأندلسيّ,قصيدة رقم (32)، الطّويل، رُ.,فجرَّدَ ذو التّاج المقاديرَ دونهاكما جُرِّدتْ بِيضٌ مضاربُها حُمرُ,تشبيه,تشبيه
368,35,ابن هانئ الأندلسيّ,قصيدة رقم (84)، الكامل، نُ.,وكأنّها الفردوسُ دارَ قرارهِ و كأنّ شافعَ جودهِ رِضْوانُها,تشبيه,تشبيه
369,34,ابن هانئ الأندلسيّ,قصيدة رقم (84)، الكامل، نُ.,وكأنّما لَبِسَتْ شَبيبَتَهُ وقَدْ غادى النّدى متهَدِّلًا ريعانُها,تشبيه,تشبيه
370,39,ابن هانئ الأندلسيّ,قصيدة رقم (84)، الكامل، نُ.,وتخالُها صَفراءَ عارَضَتِ الدُّجى وسرَتْ فنادَمَ كوكبًا نُدمانُها,تشبيه,تشبيه
371,13,ابن هانئ الأندلسيّ,قصيدة رقم (32)، الطّويل، رُ.,أطيعوا إمامًا للأئمَّةِ فاضلًاكما كانتِ الأعمالُ يفضلها البرُّ,تشبيه,تشبيه
372,14,ابن هانئ الأندلسيّ,قصيدة رقم (32)، الطّويل، رُ.,ردوا ساقيًا لا تنزفونَ حياضَهُ جَمومًاكما لا يَنزِفُ الأبحُرَ الذَّرُّ,تشبيه,تشبيه
373,34,ابن اللبانة الداني,قصيدة رقم 90، كامل، انِ,عبتُم رطوبة منطقيفكأنكم عيتم فتورَ اللحظ من وسنان,تشبيه,تشبيه
374,22,ابن هانئ الأندلسيّ,قصيدة رقم (84)، الكامل، نُ.,لترى فنونَ السّحرِأمثلة ً وما يُدري الجهولُ لَعَلّها أعيانُها,تشبيه,تشبيه
375,24,ابن هانئ الأندلسيّ,قصيدة رقم (32)، الطّويل، رُ.,أدارَكما شاءَ الوَرَى وتحيَّزَتْ على السّبعة ِ الأفلاكِ أنملهُ العشرُ,تشبيه,تشبيه
376,1,ابن اللبانة الداني,قصيدة رقم 73، بسيط، ما,أذكى القلوب أسى أبكى العيون دمًا خطبٌ وجدناك فيهيشبه العدما,تشبيه,تشبيه
377,32,ابن هانئ الأندلسيّ,قصيدة رقم (84)، الكامل، نُ.,فكأنّهُ سيفُ بنُ ذي يَزَنٍ بها وكأنّها صَنعاءُ أو غُمدانُها,تشبيه,تشبيه
378,29,ابن اللبانة الداني,قصيدة رقم 90، كامل، انِ,ملأ البسيطة فيه جندك كثرةًفكأنَّ جندَك جاء من غسّان,تشبيه,تشبيه
379,28,ابن اللبانة الداني,قصيدة رقم 90، كامل، انِ,فكأنّ نجمَ المشتري في سَعده والنيرين تجمعتْ لقران,تشبيه,تشبيه
380,4,ابن هانئ الأندلسيّ,قصيدة رقم (8)، الكامل، بُ.,فكأنّ هذا عاشِقٌ وكأنّ ذا كَ معشَّقٌ وكأنّ ذاكَ رقيبُ,تشبيه,تشبيه
381,41,ابن هانئ الأندلسيّ,قصيدة رقم (1)، الرّجز، ءُ.,و الشّمسُ ترجعُ عن سناه جفونهاوكأنّها مَطرُوفة ٌ مرْهاءُ,تشبيه,تشبيه
382,21,ابن هانئ الأندلسيّ,قصيدة رقم (11)، الطّويل، ثُ.,مُضاعَفُ نسج العرضِ يمشيكأنمّا يلوثُ به سِرْبالَ داودَ لائثُ,تشبيه,تشبيه
383,52,ابن هانئ الأندلسيّ,قصيدة رقم (1)، الرّجز، ءُ.,تجري أياديه التي أولاهمُفكأنَّها بينَ الدّماءِِ دماءُ,تشبيه,تشبيه
384,15,ابن هانئ الأندلسيّ,قصيد رقم (78)، الطّويل، مُ.,وتغْدو على يحيَى الوُفودُ ببابِهِكما ابْتَدَرَتْ أُمَّ الحَطيمِ المَواسمُ,تشبيه,تشبيه
385,13,ابن هانئ الأندلسيّ,قصيدة رقم (11)، الطّويل، ثُ.,تَبَسّمَتِ الأيّامُ عنهُ ضواحِكًاكما ابتسمت حُوُّ الرّياضِ الدّمائثُ,تشبيه,تشبيه
386,12,ابن هانئ الأندلسيّ,قصيدة رقم (11)، الطّويل، ثُ.,و إنّ حرامًا أن نؤمّلَ غيرهُكما حُرّمَتْ في العالَمين الخبائثُ,تشبيه,تشبيه
387,11,ابن هانئ الأندلسيّ,قصيدة رقم (11)، الطّويل، ثُ.,إذا نحن جئناهُ اقتسمنا نوالهُكما اقتُسِمَتْ في الأقربينَ الموارثُ,تشبيه,تشبيه
388,24,ابن هانئ الأندلسيّ,قصيدة رقم (21)، الرّمل، دْ.,كلُّ رقراقِ الحواشي فوقهمْكعيونٍ من أفاعٍ وجرادْ,تشبيه,تشبيه
389,63,ابن هانئ الأندلسيّ,قصيدة رقم (1)، الرّجز، ءُ.,أو مَا ترى دولَ الملوكِ تطيعهُفكأنَّها خَوَلٌ لهُ وإماءُ,تشبيه,تشبيه
390,20,ابن هانئ الأندلسيّ,قصيد رقم (78)، الطّويل، مُ.,و ليسكما قالوا المنيّة ُكاسمهما ولكنّها في كفّهِ اليومَ صارمُ,تشبيه,تشبيه
391,26,ابن هانئ الأندلسيّ,قصيد رقم (78)، الطّويل، مُ.,تُعرِّضُها للطّعْنِ حتّىكأنّها لها من عداها أضلعٌ وحيازمُ,تشبيه,تشبيه
392,27,ابن هانئ الأندلسيّ,قصيد رقم (78)، الطّويل، مُ.,وتطعنهم لم تعْدُ نحرًا ولبَّة ًكأنّكَ في عقدٍ منَ الدُّرّ ناظمُ,تشبيه,تشبيه
393,77,ابن هانئ الأندلسيّ,قصيدة رقم (1)، الرّجز، ءُ.,فكأنّما فوقَ الأكُفِّ بَوارقٌوكأنّما فوقَ المنونِ إضاءُ,تشبيه,تشبيه
394,32,ابن هانئ الأندلسيّ,قصيد رقم (78)، الطّويل، مُ.,سبقْتَ المَنايا واقعًا بنفوسِهِمكما وقعَتْ قبلَ الخوافي القوادمُ,تشبيه,تشبيه
395,73,ابن هانئ الأندلسيّ,قصيدة رقم (1)، الرّجز، ءُ.,لا يصدرونَ نحورها يومَ الوغى إلّاكما صبغَ الخدودَ حياءُ,تشبيه,تشبيه
396,34,ابن هانئ الأندلسيّ,قصيد رقم (78)، الطّويل، مُ.,غزوا في الدّروعِ السّابغاتِكأنّما تُديرُ عُيونًا فوقهُنّ الأراقمُ,تشبيه,تشبيه
397,34,ابن هانئ الأندلسيّ,قصيدة رقم (11)، الطّويل، ثُ.,سَقَيْتُ أعاديكَ الذّعافَ مثَمّلًاكأنّ حبابَ الرّملِ من فيّ نافثُ,تشبيه,تشبيه
398,33,ابن هانئ الأندلسيّ,قصيدة رقم (11)، الطّويل، ثُ.,نظمتُ رقيقَ الشّعر فيك وجَزلَهُكأنّيَ بالمرجانٍ والدُّرِّ عابثُ,تشبيه,تشبيه
399,31,ابن هانئ الأندلسيّ,قصيدة رقم (11)، الطّويل، ثُ.,كأنّك في يومِ الهياجِ مرنَّحٌ تهيجُ المثاني شجوَهُ والمثالثُ,تشبيه,تشبيه
400,11,ابن هانئ الأندلسيّ,قصيدة رقم (85)، المتقارب، ا.,كأنّ المجامرَ أذكَيْنَهُ أو اغتبقَ الخمرَ حتّى انتشى,تشبيه,تشبيه
401,1,ابن اللبانة الداني,قصيدة رقم 85، طويل، نى,يروقك في أهل الجمال ابنُ سيّدٍكترجمةٍ راقت وليس لها معنى,تشبيه,تشبيه
402,92,ابن هانئ الأندلسيّ,قصيدة رقم (60)، الكامل، لُ.,فكأنّها بينَ اللِّصابِ نضانضٌ وكأنّهَا بينَ الهِضابِ وُعولُ,تشبيه,تشبيه
403,2,ابن اللبانة الداني,قصيدة رقم 95، سريع، ية,قد كتَبَ الشعرُ على خدّه (أوكالذي مرَّ على القَريةْ),تشبيه,تشبيه
